"territory_id","name","name_ko","level","review_status","review_reason","existing_values","newly_filled_values","changed_existing_values","first_added_year","filled_2025","retained_2025","population_source","population_confidence"
"6978f7c02e85a8713b98dd9b","Shaoxing","사오싱시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","3,500,000","","기존 호구·인구 자료 연결",""
"6978f7e32e85a8713b98dd9c","Ningbo","닝보시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","5,981,818","","기존 호구·인구 자료 연결",""
"6978f7f62e85a8713b98dd9d","Taizhou","타이저우시","city","원본 행 복원","채운 CSV에서 빠진 영토. 기존 값을 유지","0","0","0","","","","",""
"6978f8312e85a8713b98dd9e","Fuzhou City","푸저우시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","5,281,818","","기존 호구·인구 자료 연결",""
"6978f84c2e85a8713b98dd9f","Wenzhou","원저우시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","5,918,182","","기존 호구·인구 자료 연결",""
"6978f8db2e85a8713b98dda0","Yichun","이춘시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f91b2e85a8713b98dda1","Jingdezhen","징더전시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f92f2e85a8713b98dda2","Huangshan","황산시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f9372e85a8713b98dda3","Jinhua","진화시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f9a72e85a8713b98dda4","Nanping City","난핑시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f9ca2e85a8713b98dda6","Liaocheng","랴오청시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978fa0a2e85a8713b98dda7","Cangzhou","창저우시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","4,772,727","","기존 호구·인구 자료 연결",""
"6978fa7e2e85a8713b98dda9","Yangquan City","양취안시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978fad12e85a8713b98ddaa","Weinan City","웨이난시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697967162e85a8713b98ddab","Chaoyang City","차오양시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697967292e85a8713b98ddac","Jinzhou City","진저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6979673d2e85a8713b98ddad","Panjin City","판진시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697967532e85a8713b98ddae","Anshan City","안산시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","2,163,636","","기존 호구·인구 자료 연결",""
"6979676c2e85a8713b98ddaf","Yingkou City","잉커우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69796f812e85a8713b98ddb0","Dandong City","단둥시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","1,610,000","","기존 호구·인구 자료 연결",""
"69796fb52e85a8713b98ddb1","Benxi City","번시시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697977be2e85a8713b98ddb4","Suqian","쑤첸시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697978032e85a8713b98ddb6","Bozhou","보저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6979781e2e85a8713b98ddb7","Fuyang","푸양시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697978432e85a8713b98ddb8","Huainan","화이난시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","2,163,636","","기존 호구·인구 자료 연결",""
"697b6a5e055a3cf4853e0bb9","Turpan","투루판시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","445,455","","기존 호구·인구 자료 연결",""
"697b6ae3055a3cf4853e0bba","Zhangye","장예시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697df33deb509873cccf3280","Heze","허쩌시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697fe64e78fc0cfe1217ba7d","Dornod","더르너드주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe65d78fc0cfe1217ba7e","Sükhbaatar","수흐바타르주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe67178fc0cfe1217ba7f","Khentii","헹티주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe68278fc0cfe1217ba80","Dornogovi","더르너고비주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe69878fc0cfe1217ba81","Dundgovi","동드고비주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe6ab78fc0cfe1217ba82","Ömnögovi","우므느고비주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe6be78fc0cfe1217ba83","Övörkhangai","우부르항가이주","province","기존값 유지","기존 연결값 유지. 새로 채운 33개 연도값은 근거 미확인","7","33","0","-2700","9,375","","기존 호구·인구 자료 연결",""
"697fe6cc78fc0cfe1217ba84","Arkhangai","아르항가이주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe6db78fc0cfe1217ba85","Bulgan","볼간주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe6eb78fc0cfe1217ba86","Hovsgel","후브스굴주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe6f978fc0cfe1217ba87","Zavkhan","자브항주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe70678fc0cfe1217ba88","고비알타이주","고비알타이주","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697fe71678fc0cfe1217ba89","허브드주","허브드주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe72478fc0cfe1217ba8a","오브스주","오브스주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe73278fc0cfe1217ba8b","바잉울기","바잉울기","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fe74f78fc0cfe1217ba8c","Altay Prefecture","아러타이지구","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697fe77278fc0cfe1217ba8d","Tacheng Prefecture","타청지구","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697fea1178fc0cfe1217ba8f","Tuva Republic","투바 공화국","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697febbb78fc0cfe1217ba90","Irkutsk Oblast","Иркутская область","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fec7578fc0cfe1217ba91","Volga Federal District","프리볼시스키 연방관구","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697fec9778fc0cfe1217ba92","Central Federal District","Центральный федеральный округ","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"697fed8478fc0cfe1217ba93","Southern Federal District","남부연방관구","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"699dc5aa207c1bca806dd2b4","Zhejiang","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"699dc5aa207c1bca806dd2d3","Khabarovsk","","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"699dc5aa207c1bca806dd2d6","Indonesia","","country","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 10개 영토에 반복","0","40","0","-2700","10,000,000","","",""
"699dc5aa207c1bca806dd2d7","Malaysia","","country","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 10개 영토에 반복","0","40","0","-2700","10,000,000","","",""
"699dc5aa207c1bca806dd2d8","France","프랑스","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69a2fe03f8b3f36ff5487673","Buryatia","Республика Бурятия","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69c366fd4c97ab064f26819f","Tajikistan","타지키스탄","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69c3734db59cf26e80e21f89","India","인도","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69c37e7ca94741d291680790","Iraq","이라크","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69c37f2da94741d291680791","Laos","라오스","country","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 10개 영토에 반복","0","40","0","-2700","10,000,000","","",""
"69c38192a94741d291680792","Tsushima","쓰시마시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69c3f700665027869a1472b3","Turkmenistan","투르크메니스탄","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69c3f74e665027869a1472b4","Afghanistan","아프가니스탄","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69c3f7a5665027869a1472b5","Pakistan","파키스탄","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69c3f87a665027869a1472b6","Kyrgyzstan","키르기스스탄","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69ccb0ef576b4754a2bd0a6f","Huludao City","후루다오시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69ccb1cd576b4754a2bd0a70","Qinhuangdao","친황다오시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69cd188ca0643be3b024ba91","Vietnam","베트남","country","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","11,645,455","","기존 호구·인구 자료 연결",""
"69cd18e8a0643be3b024ba92","North Korea","조선민주주의인민공화국","country","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","2,685,455","","기존 호구·인구 자료 연결",""
"69cd1f7737132c8534c9493b","Inner Mongolia","내몽골","country","기존값 유지","기존 연결값 유지. 새로 채운 20개 연도값은 근거 미확인","20","20","0","-2700","24,000,000","24000000","1차 시대별 모델 추정: 역사 인구 총량 추세와 현대 인구 규모를 결합한 기준 시계열","0.35"
"69cd1f7837132c8534c9493f","Gansu","감숙","country","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 10개 영토에 반복","0","40","0","-2700","10,000,000","","",""
"69cd1f7937132c8534c94940","Guangxi","광서","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f7937132c8534c94942","Shaanxi","섬서","country","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 10개 영토에 반복","0","40","0","-2700","10,000,000","","",""
"69cd1f7a37132c8534c94944","Hebei","하북","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f7b37132c8534c94945","Shandong","산동","country","기존값 유지","기존 연결값 유지. 새로 채운 22개 연도값은 근거 미확인","18","22","0","-2700","101,500,000","101500000","1차 시대별 모델 추정: 역사 인구 총량 추세와 현대 인구 규모를 결합한 기준 시계열","0.35"
"69cd1f7c37132c8534c94946","Henan","하남","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f7c37132c8534c94947","Liaoning","요녕","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f7c37132c8534c94948","Shanxi","산서","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f7e37132c8534c9494b","Jiangsu","강소","country","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 10개 영토에 반복","0","40","0","-2700","10,000,000","","",""
"69cd1f7f37132c8534c9494c","Macao","마카오","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69cd1f8037132c8534c9494e","Karachay-Cherkess Republic","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8137132c8534c9494f","Sakhalin Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8137132c8534c94950","Voronezh Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8137132c8534c94951","Tomsk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8237132c8534c94952","Novosibirsk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8237132c8534c94953","Nenets Autonomous Okrug","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8237132c8534c94954","Magadan Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8337132c8534c94955","Kamchatka Krai","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8337132c8534c94957","Stavropol Krai","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8437132c8534c94958","Altai Krai","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8437132c8534c94959","Moscow","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8537132c8534c9495a","Tambov Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8537132c8534c9495b","Sverdlovsk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8637132c8534c9495c","Khanty–Mansi Autonomous Okrug – Yugra","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8637132c8534c9495d","Chukotka Autonomous Okrug","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8637132c8534c9495e","Tyumen Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8737132c8534c9495f","Vladimir Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8737132c8534c94960","Moscow Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8737132c8534c94961","Volgograd Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8837132c8534c94962","Orenburg Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8837132c8534c94963","Samara Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8937132c8534c94964","Astrakhan Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8937132c8534c94965","Republic of Adygea","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8937132c8534c94966","Republic of Kalmykia","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8a37132c8534c94967","Krasnodar Krai","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8a37132c8534c94968","Rostov Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8a37132c8534c94969","Murmansk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8b37132c8534c9496a","Pskov Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8b37132c8534c9496b","Saint Petersburg","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8b37132c8534c9496c","Leningrad Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8c37132c8534c9496d","Republic of Mordovia","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8c37132c8534c9496e","Republic of Tatarstan","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8c37132c8534c9496f","Kirov Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8d37132c8534c94970","Kostroma Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8d37132c8534c94971","Tver Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8e37132c8534c94972","Tula Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8e37132c8534c94973","Kaluga Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8e37132c8534c94974","Ulyanovsk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8f37132c8534c94975","Mari El Republic","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8f37132c8534c94976","Smolensk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f8f37132c8534c94977","Perm Krai","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9037132c8534c94978","Ivanovo Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9037132c8534c94979","Chuvash Republic","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9037132c8534c9497a","Republic of North Ossetia-Alania","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9137132c8534c9497b","Bryansk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9137132c8534c9497c","Penza Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9237132c8534c9497d","Belgorod Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9237132c8534c9497e","Lipetsk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9237132c8534c9497f","Novgorod Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9337132c8534c94980","Arkhangelsk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9337132c8534c94981","Nizhny Novgorod Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9337132c8534c94982","Kurgan Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9437132c8534c94983","Kursk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9437132c8534c94984","Altai Republic","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9537132c8534c94985","Ryazan Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9537132c8534c94986","Yamalo-Nenets Autonomous Okrug","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9537132c8534c94987","Krasnoyarsk Krai","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9637132c8534c94989","Republic of Dagestan","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9737132c8534c9498a","Omsk Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9737132c8534c9498b","Komi Republic","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9737132c8534c9498c","Chechen Republic","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9837132c8534c9498d","Kabardino-Balkar Republic","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9837132c8534c9498e","Saratov Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9937132c8534c9498f","Kaliningrad Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9937132c8534c94990","Oryol Oblast","","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69cd1f9937132c8534c94991","Republic of Karelia","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69cd1f9a37132c8534c94993","Jewish Autonomous Oblast","","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69cd1f9b37132c8534c94995","Kemerovo Oblast","","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
